Cell #,Total mRNA per Cell,Total Colocolized With Organelle Near,Total Colocolized With Organelle Far,Total Not Colocolized with Organelle,Spots Coordinates Intensity and Colocalization (Far Near or Not Colocolized),Organelle Signal Size Cross Section 1,Organelle Signal Size Cross Section 2,Organelle Signal Size Cross Section 3,Organelle Signal Size Cross Section 4,Organelle Signal Size Cross Section 5,Organelle Signal Size Cross Section 6,Organelle Signal Size Cross Section 7,Organelle Signal Size Cross Section 8,Organelle Signal Size Cross Section 9,Organelle Signal Size Cross Section 10,Organelle Signal Size Cross Section 11,Organelle Signal Size Cross Section 12,
1,0,0,0,0,[0],0.03665,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.01833,0.00000,0.00000,
2,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06620,0.00000,0.00000,0.00000,
3,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.02780,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05560,
4,0,0,0,0,[0],0.00000,0.00000,0.06978,0.10468,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03489,
6,6,0,0,6,"[[1822.9906,336.9374,6,295.3598,nc],[1828.4102,293.8398,7,276.6049,nc],[1837.0343,308.5736,7,254.2486,nc],[1815.9696,316.3128,8,294.8243,nc],[1823.715,311.6397,8,247.6837,nc],[1792.8536,283.1059,8,313.1851,nc],]",0.03386,0.00000,0.00000,0.10157,0.06772,0.05079,0.16929,0.11850,0.06772,0.00000,0.00000,0.00000,
9,0,0,0,0,[0],0.04317,0.00000,0.19426,0.34535,0.25901,0.43169,0.21584,0.08634,0.04317,0.15109,0.08634,0.08634,
10,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.25934,0.00000,0.00000,0.00000,
11,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.10050,0.53601,0.03350,0.06700,0.20101,0.00000,0.13400,0.00000,
12,0,0,0,0,[0],0.00000,0.00000,0.00000,0.03359,0.10077,0.06718,0.00000,0.00000,0.00000,0.06718,0.00000,0.00000,
13,0,0,0,0,[0],0.00000,0.00000,0.83857,1.00163,0.20964,0.11647,0.04659,0.02329,0.00000,0.11647,0.00000,0.00000,
14,0,0,0,0,[0],0.02637,0.02637,0.05274,0.02637,0.05274,0.00000,0.00000,0.02637,0.00000,0.00000,0.02637,0.00000,
15,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.30153,0.71075,0.99074,1.09843,0.94766,0.90459,0.49537,0.23692,
16,0,0,0,0,[0],0.00000,0.00000,0.03365,0.00000,0.06729,0.00000,0.00000,0.33647,0.80754,0.87483,0.40377,0.13459,
17,1,0,1,0,"[[1368.5959,724.3918,4,414.2838,organelle_far],]",0.02902,0.58038,1.50900,0.95763,0.46431,0.34823,0.11608,0.02902,0.00000,0.00000,0.00000,0.02902,
18,3,0,0,3,"[[676.8877,706.6442,4,237.2317,nc],[678.2226,757.8598,5,223.6746,nc],[659.506,735.044,6,330.8662,nc],]",49.47291,49.60237,50.04624,46.21787,37.17403,34.04846,34.02996,36.19382,37.87683,46.69872,50.24968,48.69613,
19,0,0,0,0,[0],41.08382,48.82948,51.18497,49.04624,43.04913,44.39306,43.56936,42.38439,45.40462,52.78902,52.12428,47.93353,
20,1,0,0,1,"[[1359.6618,759.6904,4,336.6283,nc],]",0.00000,0.02486,0.29828,0.47228,0.49714,0.62143,0.79543,0.79543,0.77057,0.24857,0.00000,0.00000,
21,0,0,0,0,[0],0.01723,0.03446,0.05170,0.10339,0.18956,0.18956,0.10339,0.10339,0.08616,0.00000,0.00000,0.00000,
22,8,0,0,8,"[[1651.0204,791.6975,2,405.2036,nc],[1659.1407,778.6771,2,489.4901,nc],[1627.9318,773.6729,4,286.7628,nc],[1601.2898,782.8286,5,422.1668,nc],[1617.853,779.1494,6,321.2084,nc],[1666.8834,790.5569,7,346.1954,nc],[1652.8807,803.858,8,381.5995,nc],[1629.8152,800.707,8,233.5654,nc],]",0.00000,0.06829,0.00000,0.13658,0.02276,0.00000,0.04553,0.11382,0.11382,0.00000,0.02276,0.00000,
23,1,0,0,1,"[[187.5252,780.2693,8,247.0968,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
24,4,0,0,4,"[[1455.3352,790.46,4,231.3976,nc],[1437.2051,813.4922,5,443.9822,nc],[1419.7574,794.6719,6,301.2511,nc],[1457.6196,805.5597,7,224.5012,nc],]",2.78960,4.53901,5.72104,6.66667,5.62648,7.04492,6.28842,5.62648,6.61939,6.85579,4.86998,2.64775,
25,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
26,0,0,0,0,[0],0.07800,0.28081,0.78003,1.20125,0.60842,0.42122,0.28081,0.14041,0.26521,0.48362,0.00000,0.01560,
27,0,0,0,0,[0],0.16819,1.60980,6.41519,10.23546,7.73667,6.65545,4.27679,2.61893,4.32484,3.38779,3.74820,4.58914,
28,2,0,1,1,"[[876.7246,890.044,5,236.574,organelle_far],[865.3838,845.9597,6,288.9474,nc],]",25.02132,35.96815,41.14302,35.96815,33.12482,36.02502,37.02019,36.08189,34.37589,38.10065,36.70742,28.00682,
29,0,0,0,0,[0],0.07890,0.39448,1.26233,2.72189,3.35306,2.05128,0.86785,0.67061,0.47337,0.51282,0.23669,0.39448,
30,0,0,0,0,[0],29.13327,38.30160,42.73547,44.18838,41.55812,40.88176,40.70641,40.18036,41.50802,46.06713,42.10922,30.63627,
31,0,0,0,0,[0],0.00000,0.00000,0.13736,0.13736,0.00000,0.00000,0.00000,0.06868,0.03434,0.03434,0.03434,0.00000,
32,4,0,0,4,"[[134.9252,914.8983,4,237.8345,nc],[132.7866,912.7161,6,231.376,nc],[108.524,942.0896,8,222.4964,nc],[123.8572,926.009,8,236.8579,nc],]",3.33039,7.47684,12.72607,11.95412,9.88090,7.25629,5.84473,5.44773,6.50640,9.08690,11.13807,12.02029,
33,5,0,0,5,"[[865.7373,914.5119,3,380.1684,nc],[889.6408,910.8278,3,332.495,nc],[846.8928,959.0831,4,234.3908,nc],[891.8217,918.3727,5,298.0105,nc],[848.6168,925.21,6,276.1592,nc],]",0.01939,0.00000,0.29087,0.46539,0.00000,0.01939,0.00000,0.00000,0.00000,0.01939,0.00000,0.00000,
34,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.29940,0.00000,0.00000,0.00000,0.00000,
35,1,0,0,1,"[[195.2929,975.3251,9,210.6186,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
36,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.68886,0.91848,1.49254,1.03330,1.14811,0.00000,0.00000,
37,0,0,0,0,[0],40.62796,46.24551,46.56705,38.15018,33.62966,36.27766,37.31795,35.76698,34.89692,38.81218,35.61566,24.49404,
38,0,0,0,0,[0],0.03545,0.00000,0.07090,0.10635,0.00000,0.07090,0.00000,0.00000,0.07090,0.10635,0.00000,0.00000,
39,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
40,5,0,0,5,"[[1830.9829,1053.0327,4,370.5391,nc],[1876.656,1057.6806,5,309.3103,nc],[1881.9597,1046.4702,8,276.1635,nc],[1827.9072,1066.1852,9,269.9008,nc],[1843.6473,1057.3028,9,265.6944,nc],]",0.00000,0.00000,0.00000,0.00000,0.04396,0.00000,0.02198,0.00000,0.00000,0.04396,0.00000,0.00000,
41,0,0,0,0,[0],13.05004,19.13503,20.74428,16.77144,16.39427,21.42318,23.40961,23.68620,22.57983,22.15238,15.81594,7.49309,
42,1,0,0,1,"[[1774.5648,1146.8968,8,249.9875,nc],]",14.96437,20.22961,25.85115,31.27474,33.25416,29.77039,25.13856,20.98179,19.75455,18.68567,15.79572,7.40301,
43,2,0,0,2,"[[1726.8394,1157.7659,6,323.7597,nc],[1753.8344,1154.2092,8,288.5597,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.14877,0.26778,0.20827,0.17852,0.05951,0.00000,
44,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.02055,0.00000,0.04111,0.00000,0.00000,0.00000,
