Cell #,Total mRNA per Cell,Total Colocolized With Organelle Near,Total Colocolized With Organelle Far,Total Not Colocolized with Organelle,Spots Coordinates Intensity and Colocalization (Far Near or Not Colocolized),Organelle Signal Size Cross Section 1,Organelle Signal Size Cross Section 2,Organelle Signal Size Cross Section 3,Organelle Signal Size Cross Section 4,Organelle Signal Size Cross Section 5,Organelle Signal Size Cross Section 6,Organelle Signal Size Cross Section 7,Organelle Signal Size Cross Section 8,Organelle Signal Size Cross Section 9,Organelle Signal Size Cross Section 10,Organelle Signal Size Cross Section 11,Organelle Signal Size Cross Section 12,
25,1,0,0,1,"[[1501.9489,318.9273,7,213.6198,nc],]",0.00000,0.07893,0.00000,0.03946,0.11839,0.00000,0.00000,0.00000,0.00000,0.03946,0.00000,0.00000,
26,0,0,0,0,[0],22.55575,28.08748,34.43396,37.17839,37.69297,36.19211,36.79245,39.19383,41.20926,41.29503,38.59348,36.36364,
27,2,1,0,1,"[[775.999,323.8852,8,1015.1372,organelle_near],[811.7448,354.6776,9,275.8552,nc],]",24.86357,23.29468,23.63574,23.36289,23.90859,23.49932,19.30423,18.96317,19.81583,19.88404,16.64393,14.18827,
29,0,0,0,0,[0],26.54280,27.86994,28.86530,27.10683,27.43862,29.19708,32.38222,32.81354,31.12143,30.55740,29.66158,29.99336,
30,0,0,0,0,[0],27.32240,30.91335,34.34817,37.82201,39.34426,41.37393,43.13037,43.16940,42.93521,44.37939,41.06167,37.66589,
31,0,0,0,0,[0],0.03962,0.00000,0.07924,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
32,4,0,0,4,"[[878.4065,352.4265,7,298.8366,nc],[896.4604,326.101,7,265.8519,nc],[905.3322,341.9173,8,254.9107,nc],[904.6397,328.0177,9,236.3855,nc],]",0.05485,0.00000,0.00000,0.10971,0.05485,0.00000,0.00000,0.16456,0.10971,0.05485,0.16456,0.00000,
33,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
34,4,0,0,4,"[[101.4627,351.8792,5,220.6192,nc],[136.4012,368.7245,6,229.2425,nc],[115.882,397.9556,6,230.0526,nc],[98.1999,370.7031,8,538.6187,nc],]",0.00000,0.00000,0.10007,0.03336,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
35,0,0,0,0,[0],0.06227,0.00000,0.12453,0.00000,0.00000,0.31133,0.80946,0.12453,0.00000,0.31133,0.00000,0.06227,
36,0,0,0,0,[0],0.00000,0.06662,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06662,0.00000,0.00000,0.00000,
37,0,0,0,0,[0],5.33611,6.13306,6.96466,6.20236,5.33611,5.16286,3.01455,1.94040,3.11850,2.63340,2.11365,2.25225,
38,0,0,0,0,[0],0.29652,1.85322,10.15567,26.24166,34.54411,40.10378,47.88732,48.55448,52.03855,53.29874,51.74203,50.40771,
39,3,0,0,3,"[[338.2031,386.2565,3,277.9771,nc],[346.2775,372.8641,4,335.0091,nc],[356.8682,377.4243,7,1009.4175,nc],]",0.00000,0.00000,0.00000,0.09251,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
40,4,0,3,1,"[[178.6227,411.6516,8,236.147,organelle_far],[155.8606,425.4435,8,290.3692,organelle_far],[194.4686,384.1532,9,270.4033,organelle_far],[196.8836,392.0071,9,272.8217,nc],]",15.22360,16.71424,17.50714,17.63400,19.56866,19.79068,18.96606,21.24960,22.32794,22.83539,22.48652,20.55186,
41,3,0,0,3,"[[826.3509,399.2833,7,275.8696,nc],[841.6232,415.2179,7,249.6641,nc],[818.4963,379.0777,9,236.0826,nc],]",0.26336,0.60196,0.82769,0.18811,0.00000,0.00000,0.03762,0.00000,0.00000,0.00000,0.00000,0.00000,
42,0,0,0,0,[0],41.69272,44.39482,47.09692,47.20858,45.46673,42.92095,42.31800,43.07727,40.75480,38.11970,37.15945,34.68066,
43,14,7,5,2,"[[887.4366,406.8731,1,236.5891,nc],[886.1496,424.9135,2,464.9998,organelle_near],[898.4151,386.7212,2,360.5521,organelle_far],[898.8223,392.8067,2,243.3395,organelle_far],[887.8568,417.8295,3,328.2237,organelle_near],[879.7073,426.2142,4,263.0852,organelle_near],[873.5155,413.6709,4,257.2345,organelle_far],[871.9253,384.0643,4,273.1614,nc],[873.412,429.337,5,246.9158,organelle_near],[896.9259,414.1244,7,257.6029,organelle_near],[892.7704,434.9205,8,272.9376,organelle_near],[879.8503,376.1417,8,414.2889,organelle_far],[864.9584,384.6866,8,264.3663,organelle_far],[885.6364,429.9114,9,329.3686,organelle_near],]",31.12113,33.44072,35.85696,37.30670,39.49742,40.88273,41.07603,41.43041,42.07474,41.26933,41.23711,40.97938,
44,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.40816,0.32653,0.65306,2.69388,3.83673,5.14286,3.10204,
45,21,0,0,21,"[[481.5279,432.341,2,350.5559,nc],[463.3575,413.6263,2,342.3405,nc],[471.3791,444.1618,2,281.7318,nc],[474.7779,407.1889,3,263.5961,nc],[468.2819,427.9148,3,373.1161,nc],[470.1929,408.5831,4,372.1876,nc],[466.7181,389.2148,4,309.8946,nc],[468.4553,395.9459,4,234.5396,nc],[487.0557,394.9103,4,285.8272,nc],[461.8975,424.0808,5,259.2207,nc],[492.8538,426.3482,5,309.4719,nc],[467.2534,431.8151,5,335.2635,nc],[479.8051,429.2057,6,324.6329,nc],[461.2239,446.5202,6,402.182,nc],[444.1654,408.8558,7,215.0559,nc],[475.6062,431.859,7,285.6737,nc],[474.3182,388.8183,7,242.789,nc],[442.6806,430.2572,9,251.2165,nc],[481.2493,392.0466,9,366.1079,nc],[496.4282,407.312,9,283.0691,nc],[497.6879,418.8265,9,458.7803,nc],]",0.05933,0.00000,0.00000,0.05933,0.02966,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
46,0,0,0,0,[0],0.00000,0.00000,0.03761,0.03761,0.00000,0.00000,0.03761,0.00000,0.00000,0.00000,0.00000,0.00000,
47,0,0,0,0,[0],20.49847,26.34791,32.19736,33.92675,34.38454,33.57070,33.57070,33.51984,33.26551,32.04476,31.48525,28.68769,
48,0,0,0,0,[0],0.18160,0.00000,0.24213,0.12107,0.00000,0.06053,0.06053,0.06053,0.12107,0.00000,0.00000,0.00000,
50,18,0,0,18,"[[808.658,462.7652,2,469.2722,nc],[807.912,446.4888,2,380.0135,nc],[799.4237,470.9659,2,427.0876,nc],[811.3323,456.349,3,252.2969,nc],[772.1133,430.8721,3,251.4989,nc],[779.6491,461.8143,3,266.9049,nc],[797.9097,476.0765,4,427.1319,nc],[777.4152,468.7531,4,319.0897,nc],[767.4595,446.9274,4,401.6154,nc],[772.8979,461.7953,4,310.7167,nc],[788.2328,468.769,5,241.0443,nc],[786.1502,453.1029,5,421.5647,nc],[812.7726,453.4962,6,253.0627,nc],[774.2373,471.7215,7,339.5488,nc],[777.282,425.4187,7,421.9321,nc],[782.1657,474.0111,8,232.7285,nc],[810.7228,473.8634,8,351.3521,nc],[792.9044,426.8139,9,223.2746,nc],]",0.10486,0.03495,0.00000,0.24467,0.31458,0.00000,0.06991,0.00000,0.00000,0.03495,0.00000,0.00000,
51,0,0,0,0,[0],0.68272,0.46712,0.10780,0.10780,0.03593,0.07186,0.14373,0.00000,0.00000,0.00000,0.00000,0.00000,
52,4,0,0,4,"[[331.427,466.5434,7,231.8206,nc],[344.9469,475.5972,7,339.5165,nc],[343.0995,482.5959,7,252.0132,nc],[328.0238,445.9066,8,223.6291,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
53,8,0,7,1,"[[864.0615,445.3705,3,374.1905,organelle_far],[862.1156,468.6503,4,261.5538,organelle_far],[849.0679,447.0015,4,230.9275,organelle_far],[865.8162,472.0733,5,248.7677,organelle_far],[860.4113,434.9263,7,239.972,organelle_far],[839.9435,453.2997,7,420.2534,organelle_far],[868.3981,454.4941,8,381.0423,nc],[866.9569,443.4922,9,317.5797,organelle_far],]",12.63579,20.46884,33.10463,38.59348,39.22241,40.19440,42.82447,44.48256,45.85477,49.74271,53.51630,52.71584,
55,0,0,0,0,[0],0.00000,0.02921,0.08764,0.32136,0.05843,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
56,0,0,0,0,[0],0.00000,0.00000,0.00000,0.07686,0.00000,0.00000,0.00000,0.00000,0.07686,0.03843,0.00000,0.11530,
57,2,0,0,2,"[[1247.4124,488.2634,6,343.4755,nc],[1236.689,511.623,6,332.4122,nc],]",0.00000,0.06394,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
58,2,0,0,2,"[[754.5174,501.1326,8,241.1151,nc],[787.7955,505.8107,9,244.8889,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05061,0.00000,0.00000,
59,6,0,0,6,"[[366.7172,522.7119,2,264.2895,nc],[331.658,492.2598,3,396.6396,nc],[367.2559,504.3984,4,291.3036,nc],[324.9061,503.9315,6,227.9751,nc],[333.4572,537.5222,6,251.0198,nc],[370.0093,520.7145,8,244.6593,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
60,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06680,0.00000,0.00000,
61,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
62,12,2,3,7,"[[1343.1277,582.6832,1,817.2287,organelle_near],[1358.3926,562.6275,7,442.3822,organelle_far],[1346.6624,573.9651,7,527.3217,nc],[1337.2997,598.635,7,289.8877,nc],[1316.7944,593.489,7,321.9796,nc],[1356.7422,553.7499,8,478.2957,nc],[1343.9452,595.0039,8,374.7851,nc],[1353.2534,563.5741,8,619.6541,nc],[1331.9356,545.1595,8,266.3118,nc],[1341.9837,568.0951,9,273.3459,organelle_near],[1345.7922,541.8028,9,416.6839,organelle_far],[1336.1819,546.6017,9,284.9929,organelle_far],]",7.35621,7.05999,7.13404,6.83782,5.48013,3.94964,4.88768,3.75216,3.87559,3.40657,2.81412,1.40706,
63,0,0,0,0,[0],0.17496,0.17496,0.12497,0.02499,0.00000,0.00000,0.00000,0.02499,0.00000,0.00000,0.02499,0.00000,
64,0,0,0,0,[0],1.27287,0.66295,0.23866,0.15911,0.50385,0.18563,0.07955,0.07955,0.05304,0.00000,0.00000,0.00000,
65,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.19102,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
67,0,0,0,0,[0],0.05328,0.00000,0.00000,0.00000,0.00000,0.00000,0.02664,0.00000,0.00000,0.00000,0.00000,0.00000,
68,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
69,2,0,0,2,"[[66.4495,603.6823,4,237.1528,nc],[91.9122,619.7064,6,261.5755,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03179,0.03179,0.00000,0.00000,0.00000,
70,0,0,0,0,[0],23.72881,26.65639,24.34515,15.56240,9.09091,8.01233,6.31741,3.08166,1.38675,0.00000,0.00000,0.00000,
71,0,0,0,0,[0],0.07522,0.03761,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
72,0,0,0,0,[0],0.74786,0.48077,0.00000,0.37393,0.21368,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
73,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04916,0.00000,0.00000,0.00000,0.00000,
74,18,0,0,18,"[[666.79,646.9965,2,360.8128,nc],[674.7877,649.4668,2,488.8357,nc],[664.0844,650.678,3,269.9986,nc],[652.3589,650.8602,3,723.7099,nc],[668.8179,687.3274,3,319.7007,nc],[658.9445,663.4207,5,378.2841,nc],[660.1802,668.2748,5,304.047,nc],[683.4664,687.202,6,304.654,nc],[639.549,645.4679,6,253.0838,nc],[690.6385,654.2393,7,426.9714,nc],[639.8857,666.3027,7,316.2756,nc],[672.0591,669.7952,7,350.6812,nc],[683.8834,645.3735,8,315.0787,nc],[642.1518,685.4031,8,232.2697,nc],[676.4545,642.9119,8,393.9909,nc],[657.6827,677.1399,8,275.4832,nc],[643.5722,656.0453,9,337.9751,nc],[660.3585,638.295,9,254.9975,nc],]",0.05874,0.02937,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
75,1,0,0,1,"[[1463.4928,664.5184,1,401.502,nc],]",0.32178,0.04950,0.04950,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
76,0,0,0,0,[0],0.05701,0.00000,0.00000,0.00000,0.00000,0.00000,0.05701,0.00000,0.00000,0.00000,0.00000,0.00000,
77,5,0,0,5,"[[793.5719,656.0084,2,283.5389,nc],[802.0986,648.0682,5,230.4605,nc],[778.0287,668.8087,7,317.2485,nc],[786.0045,648.4259,7,228.9768,nc],[781.1531,660.0096,8,315.6938,nc],]",0.15134,0.07567,0.07567,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
78,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
79,5,1,3,1,"[[1040.9379,676.7081,1,253.6257,organelle_far],[1028.5847,663.9213,8,308.3615,organelle_far],[1006.0804,691.2719,8,360.6478,organelle_far],[1016.0778,690.7747,8,244.0863,organelle_near],[1007.6943,712.0507,9,249.3425,nc],]",19.48914,20.15326,23.88250,25.54278,27.27969,27.89272,25.64496,21.60920,17.95658,14.38059,13.86973,12.77139,
80,0,0,0,0,[0],0.03332,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03332,0.00000,0.00000,0.00000,0.00000,
81,4,0,2,2,"[[977.7143,684.6212,3,324.38,organelle_far],[988.8154,663.0395,4,269.4974,nc],[982.6385,662.0389,6,231.8946,organelle_far],[987.813,681.2259,6,286.529,nc],]",35.93407,40.54945,44.39560,42.52747,41.64835,37.47253,34.06593,26.92308,21.75824,11.64835,3.84615,0.21978,
82,0,0,0,0,[0],1.63606,1.83639,2.23706,1.50250,1.36895,1.60267,1.30217,0.96828,0.43406,0.40067,0.00000,0.00000,
83,0,0,0,0,[0],0.00000,0.00000,0.17301,0.17301,0.17301,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
84,1,0,0,1,"[[1258.9292,700.9856,5,270.5886,nc],]",0.11527,0.17291,0.05764,0.23055,0.05764,0.00000,0.00000,0.46110,0.74928,0.46110,0.34582,0.17291,
85,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
86,19,0,0,19,"[[690.1962,732.972,4,228.3999,nc],[698.1021,705.1469,4,352.9058,nc],[683.3503,739.2301,4,280.0377,nc],[696.2513,734.3632,4,238.3929,nc],[678.6926,697.6081,4,359.6647,nc],[654.9443,704.5323,5,258.7114,nc],[697.8415,720.0429,5,364.2147,nc],[645.2042,718.8533,5,469.2234,nc],[693.3356,715.43,6,279.9869,nc],[689.8768,724.0545,7,282.4304,nc],[670.6901,734.822,7,613.077,nc],[646.5908,745.9366,7,426.4375,nc],[660.5094,724.827,7,307.5553,nc],[696.0988,742.5214,7,264.0885,nc],[708.6724,712.1532,8,427.2357,nc],[643.7923,712.3361,8,368.8935,nc],[663.7633,754.3541,8,264.9575,nc],[706.0617,706.0361,8,452.3243,nc],[709.8245,717.572,9,455.0912,nc],]",0.02376,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
87,0,0,0,0,[0],1.04393,0.65246,0.56546,0.34798,0.26098,0.39147,0.73945,0.26098,0.04350,0.04350,0.08699,0.00000,
88,0,0,0,0,[0],0.05514,0.00000,0.00000,0.00000,0.02757,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
89,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,2.84900,8.26211,30.48433,47.29345,
90,4,2,2,0,"[[1125.5716,738.9987,3,246.9717,organelle_far],[1185.9878,728.6013,5,319.5688,organelle_near],[1167.7514,744.165,7,271.152,organelle_near],[1119.3854,743.3254,8,333.7911,organelle_far],]",41.47507,41.83338,40.37026,39.95222,38.57868,36.57808,36.99612,36.45864,36.54822,37.65303,39.59391,43.05763,
91,0,0,0,0,[0],44.36997,46.11260,49.59786,52.81501,51.67560,50.00000,50.26810,49.53083,48.25737,47.25201,50.13405,41.75603,
92,0,0,0,0,[0],0.20675,0.48243,0.03446,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
93,0,0,0,0,[0],30.19514,31.87265,35.29613,38.71962,40.12325,41.38993,40.70524,42.45122,43.95755,42.28004,43.37556,41.76652,
94,1,0,0,1,"[[711.103,752.6096,4,246.9212,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
95,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
96,0,0,0,0,[0],0.13304,0.00000,0.04435,0.04435,0.17738,0.04435,0.22173,0.00000,0.00000,0.00000,0.00000,0.04435,
97,0,0,0,0,[0],0.00000,0.00000,0.25063,2.25564,4.76190,6.76692,10.77694,12.78195,13.28321,13.03258,17.79449,32.58145,
98,0,0,0,0,[0],35.30331,36.30394,37.86742,38.71169,40.90056,41.40088,39.14947,40.93183,44.18386,44.65291,44.93433,45.43465,
99,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
100,0,0,0,0,[0],32.16433,35.37074,43.28657,46.29259,48.69739,48.69739,46.99399,48.99800,48.99800,49.79960,52.10421,45.69138,
101,15,0,0,15,"[[1279.9942,808.7043,2,335.8751,nc],[1286.2545,791.671,2,396.4919,nc],[1264.5852,805.6738,2,229.532,nc],[1254.4378,796.4965,3,247.0904,nc],[1288.8198,804.6523,3,344.3335,nc],[1264.3156,798.9347,5,264.305,nc],[1272.4683,774.0321,5,277.8304,nc],[1244.0291,802.9702,6,335.6032,nc],[1283.8404,788.0627,6,437.7531,nc],[1266.063,770.6033,8,299.2599,nc],[1284.0741,781.1165,8,319.2253,nc],[1276.7795,802.8812,8,373.7211,nc],[1245.1027,789.4104,8,214.9795,nc],[1259.8511,819.3827,9,269.7734,nc],[1267.0092,791.1385,9,299.5868,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
102,2,0,1,1,"[[1809.7807,807.9897,2,407.6494,nc],[1833.8088,820.986,6,223.5229,organelle_far],]",29.47761,31.94030,34.73881,35.18657,36.97761,39.36567,38.91791,41.97761,42.12687,43.05970,44.29104,44.06716,
103,2,0,2,0,"[[1061.8487,799.6278,8,288.5317,organelle_far],[1044.7645,802.1155,9,235.7793,organelle_far],]",0.00000,0.00000,0.00000,0.00000,0.42052,3.19596,14.38183,31.03448,44.32296,48.61228,47.18251,48.19176,
104,0,0,0,0,[0],13.96396,25.22523,37.38739,42.34234,48.64865,47.97297,52.25225,54.05405,50.67568,49.32432,39.18919,40.31532,
105,1,1,0,0,"[[403.0374,816.764,4,257.5061,organelle_near],]",37.23256,40.37233,40.34454,39.59433,42.53959,47.06863,46.17949,41.67824,39.81662,39.12198,40.51125,41.78939,
106,0,0,0,0,[0],0.39216,0.05602,0.00000,0.00000,0.00000,0.00000,0.00000,0.05602,0.22409,0.00000,0.00000,0.00000,
107,0,0,0,0,[0],26.77451,23.73721,26.97260,29.97689,32.45295,35.45725,35.65533,37.63618,37.66920,38.95675,38.23044,36.71179,
108,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
109,2,0,0,2,"[[520.8605,844.3253,9,255.0255,nc],[559.9451,826.2179,9,245.1699,nc],]",12.74510,14.85671,15.79940,18.81599,18.74057,18.47662,16.21418,12.59427,11.38763,8.74811,7.42836,6.37255,
110,0,0,0,0,[0],34.77257,34.47241,36.96606,39.43662,40.61418,41.09905,44.03140,44.35465,44.88571,45.39367,43.73124,43.96213,
111,0,0,0,0,[0],0.50466,0.07764,0.19410,0.19410,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
112,0,0,0,0,[0],18.40419,23.00524,28.13046,34.18754,39.54572,43.09843,47.81596,47.46651,46.82586,44.90390,42.22481,37.68200,
113,0,0,0,0,[0],0.00000,0.00000,0.43898,4.21422,11.50132,23.09043,35.20632,40.21071,47.67340,51.44864,52.41440,58.20896,
114,0,0,0,0,[0],0.79172,0.48721,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
115,0,0,0,0,[0],42.56739,42.64745,41.90019,46.86416,51.40112,54.14999,54.95063,53.21591,49.93328,49.23939,49.05258,47.37123,
116,8,0,4,4,"[[605.868,907.9225,4,355.1649,nc],[594.9854,915.837,4,389.1573,organelle_far],[606.8704,892.0865,4,310.9832,nc],[586.7442,900.7059,5,286.256,organelle_far],[609.335,905.2319,5,260.9865,organelle_far],[593.9873,870.4087,5,396.6519,organelle_far],[564.8294,896.2728,7,256.1551,nc],[584.4167,897.1531,9,264.0368,nc],]",11.49002,14.50077,17.84946,21.81260,22.02765,23.34869,22.05837,17.57296,16.74347,15.20737,13.76344,11.18280,
117,1,0,0,1,"[[441.0852,922.3922,7,201.161,nc],]",13.97849,12.18638,14.59293,16.33385,12.64721,11.16231,14.02970,14.28571,12.80082,10.59908,11.52074,12.08397,
118,8,0,0,8,"[[527.0188,928.5003,1,248.5334,nc],[489.6893,930.9179,6,230.2878,nc],[531.6826,905.7577,6,248.8593,nc],[502.218,898.2905,6,228.1585,nc],[517.6909,927.5138,7,289.1796,nc],[527.448,949.2953,8,225.3235,nc],[515.712,938.4504,9,294.8414,nc],[511.9763,922.1379,9,264.763,nc],]",0.06246,0.00000,0.03123,0.00000,0.03123,0.03123,0.00000,0.00000,0.03123,0.00000,0.00000,0.00000,
119,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
