Cell #,Total mRNA per Cell,Total Colocolized With Organelle Near,Total Colocolized With Organelle Far,Total Not Colocolized with Organelle,Spots Coordinates Intensity and Colocalization (Far Near or Not Colocolized),Organelle Signal Size Cross Section 1,Organelle Signal Size Cross Section 2,Organelle Signal Size Cross Section 3,Organelle Signal Size Cross Section 4,Organelle Signal Size Cross Section 5,Organelle Signal Size Cross Section 6,Organelle Signal Size Cross Section 7,Organelle Signal Size Cross Section 8,Organelle Signal Size Cross Section 9,Organelle Signal Size Cross Section 10,Organelle Signal Size Cross Section 11,Organelle Signal Size Cross Section 12,
47,6,0,0,6,"[[850.857,382.3238,3,246.9767,nc],[848.4391,415.5315,3,284.0777,nc],[832.878,398.5713,4,319.7102,nc],[847.2061,390.0321,5,412.2541,nc],[865.5649,375.4545,8,348.4368,nc],[824.1671,393.2361,8,260.9494,nc],]",0.00000,0.03883,0.03883,0.03883,0.03883,0.07767,0.00000,0.03883,0.00000,0.00000,0.00000,0.00000,
49,8,0,0,8,"[[181.8886,386.9224,3,324.2761,nc],[158.6304,414.7289,4,292.0883,nc],[192.7396,400.7363,4,255.7554,nc],[181.7401,436.504,6,241.853,nc],[195.2759,427.4035,6,264.9357,nc],[169.3482,425.5839,7,276.5013,nc],[163.0353,408.4862,7,229.9017,nc],[163.7479,396.0595,9,264.2696,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03545,0.00000,
50,1,0,0,1,"[[808.2893,425.8729,1,328.1924,nc],]",23.88715,26.01881,29.21630,30.21944,28.77743,23.32288,19.37304,16.30094,13.98119,8.77743,5.39185,2.13166,
51,0,0,0,0,[0],0.00000,0.14577,0.24295,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
52,4,0,3,1,"[[761.3842,418.709,3,274.2957,organelle_far],[733.8273,452.7916,5,305.2035,organelle_far],[782.6209,449.19,8,291.8679,organelle_far],[735.6899,445.2494,8,239.1702,nc],]",24.93614,23.62708,23.46743,24.20179,27.26692,30.26820,31.22605,28.70370,23.88250,23.46743,22.06258,21.36015,
53,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
54,3,0,0,3,"[[1771.7634,449.0276,4,306.8269,nc],[1760.6893,428.8035,5,296.3865,nc],[1763.082,421.2716,8,247.9697,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11521,0.00000,0.00000,
55,0,0,0,0,[0],21.85239,28.99180,31.98263,34.87699,37.04776,39.79740,41.77521,42.69175,38.01254,37.38543,39.36324,41.43753,
56,4,0,0,4,"[[1708.7033,464.9561,6,344.2391,nc],[1703.3137,437.8317,6,274.6174,nc],[1714.5809,442.2856,9,252.4193,nc],[1727.4494,435.6827,9,239.1376,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.03705,0.03705,0.00000,0.00000,0.40756,0.11115,0.00000,
57,0,0,0,0,[0],36.75692,40.61625,45.00467,45.62714,43.26175,42.63928,36.94367,34.14255,31.37255,33.86243,38.65546,42.35917,
58,4,0,0,4,"[[173.0562,470.203,4,255.4874,nc],[169.393,464.4356,4,225.5257,nc],[202.358,468.8194,4,281.3969,nc],[181.2311,448.618,4,218.8568,nc],]",0.03846,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
59,19,0,0,19,"[[1464.7494,465.8284,3,301.1906,nc],[1474.0614,481.2391,4,439.0369,nc],[1478.5018,485.4006,4,644.5349,nc],[1468.7155,479.4676,4,487.8821,nc],[1482.0106,473.8433,4,310.2947,nc],[1490.8727,498.7405,4,418.6132,nc],[1485.877,482.9975,5,486.3499,nc],[1464.0038,472.8913,5,359.8779,nc],[1468.6776,498.5372,6,330.0215,nc],[1497.7235,497.072,6,274.1154,nc],[1483.2598,497.4885,6,330.2386,nc],[1458.9216,464.1591,7,452.6158,nc],[1459.0367,481.2217,8,330.0165,nc],[1474.2316,490.9916,8,398.4244,nc],[1480.5382,451.1541,9,301.3702,nc],[1494.6674,453.0546,9,251.878,nc],[1473.0854,468.6199,9,289.05,nc],[1474.3873,450.9854,9,272.099,nc],[1504.8338,478.2175,10,356.1464,nc],]",0.02970,0.00000,0.00000,0.17820,0.14850,0.00000,0.00000,0.00000,0.02970,0.02970,0.02970,0.00000,
60,0,0,0,0,[0],36.07955,37.21591,36.36364,36.69508,36.36364,38.06818,36.45833,35.60606,30.25568,21.44886,13.77841,9.42235,
61,1,1,0,0,"[[700.7091,501.1644,6,252.4274,organelle_near],]",0.06109,0.91631,2.74893,6.96396,13.13378,19.54795,25.77886,27.67257,29.07758,24.55712,24.49603,22.11362,
62,0,0,0,0,[0],9.82721,14.65083,18.35853,20.37437,24.87401,28.83369,27.21382,25.34197,22.53420,22.49820,22.31821,19.11447,
63,1,1,0,0,"[[533.8949,516.8172,8,325.7987,organelle_near],]",27.10804,34.12385,37.28590,39.59157,41.50198,41.00791,41.37022,42.29249,40.64559,40.38208,38.83399,37.61528,
64,2,0,0,2,"[[186.9169,532.3812,5,223.9761,nc],[157.8341,515.9954,8,245.0758,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
65,0,0,0,0,[0],1.27162,8.44354,14.44557,16.78535,22.17701,24.10987,27.92472,30.31536,32.09563,31.48525,29.55239,26.65310,
66,0,0,0,0,[0],0.00000,0.03638,0.07275,0.00000,0.03638,0.03638,0.10913,0.00000,0.00000,0.00000,0.00000,0.00000,
67,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
68,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
69,0,0,0,0,[0],0.04773,0.33413,0.90692,1.33652,1.28878,0.90692,1.57518,2.00477,0.90692,1.62291,0.76372,1.14558,
70,0,0,0,0,[0],21.18611,29.41865,32.85213,36.20757,41.51385,46.03980,51.38510,52.24346,52.39953,51.54116,50.17558,49.23917,
71,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
72,4,0,0,4,"[[1977.6712,554.8954,6,268.2766,nc],[1980.539,594.1089,7,276.6857,nc],[1972.0188,586.8684,7,221.3626,nc],[1987.7708,568.1796,9,304.215,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03252,0.00000,
73,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.22099,5.63536,16.24309,25.63536,37.90055,46.85083,52.70718,
74,1,0,0,1,"[[152.0399,585.4759,6,324.4247,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03256,0.00000,0.00000,0.00000,0.00000,0.00000,
75,0,0,0,0,[0],18.38024,19.01206,20.30442,22.28604,23.17634,23.98047,23.60712,23.20505,21.97013,20.50546,17.69098,17.48995,
76,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.10953,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
77,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
78,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
79,0,0,0,0,[0],0.07590,0.07590,0.00000,0.00000,0.00000,0.00000,0.03795,0.00000,0.00000,0.00000,0.00000,0.00000,
80,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
81,0,0,0,0,[0],27.00831,26.73130,31.02493,29.36288,27.97784,25.62327,27.42382,25.48476,27.42382,23.54571,16.75900,5.81717,
82,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05877,0.08816,0.00000,0.02939,0.00000,
83,0,0,0,0,[0],16.63366,26.78925,30.74965,35.58699,38.75530,40.25460,42.54597,42.03678,39.83027,37.51061,37.51061,37.22772,
84,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.05896,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
85,0,0,0,0,[0],0.00000,0.00000,0.39665,0.22036,0.13222,0.70516,1.14588,0.57294,0.00000,0.00000,0.00000,0.00000,
86,23,0,22,1,"[[643.8231,715.8776,2,372.1602,organelle_far],[618.0968,724.075,2,246.6652,organelle_far],[627.0174,700.3317,3,405.6617,organelle_far],[648.2109,722.0893,3,323.5807,organelle_far],[618.4831,729.5021,4,415.1014,organelle_far],[635.064,715.3304,4,360.3925,organelle_far],[633.9401,736.694,4,248.0595,organelle_far],[619.9822,695.2796,5,395.5648,organelle_far],[610.8354,712.6521,5,284.994,organelle_far],[644.403,696.4704,5,310.7392,organelle_far],[648.5674,702.4677,5,278.2563,organelle_far],[612.2329,707.8597,6,377.4832,organelle_far],[652.7352,720.8666,7,424.0047,organelle_far],[638.3812,716.5068,7,476.7925,organelle_far],[651.404,705.6403,7,419.627,organelle_far],[641.0757,713.3398,7,522.0594,organelle_far],[645.5241,736.0246,8,314.8267,organelle_far],[641.6483,706.0786,8,424.9764,organelle_far],[630.3708,691.968,8,294.7897,organelle_far],[640.2283,691.0844,8,257.464,nc],[607.503,716.5741,9,229.1064,organelle_far],[640.5295,698.3322,9,279.7479,organelle_far],[613.7251,734.6131,9,274.688,organelle_far],]",23.87763,31.58522,33.13468,36.11442,38.22010,41.43822,43.46444,44.29877,44.73580,45.05364,41.87525,41.31903,
88,0,0,0,0,[0],26.86646,35.80442,43.11251,46.10936,46.05678,48.37014,48.37014,48.31756,44.79495,42.16614,37.17140,31.38801,
89,0,0,0,0,[0],22.94236,25.15056,30.45598,33.89733,35.90479,39.89102,41.38228,43.84858,43.50445,44.68024,44.93834,48.06424,
90,0,0,0,0,[0],15.57858,17.65112,13.85147,14.26598,17.16753,19.06736,21.24352,23.24698,24.49050,26.77029,26.21762,24.73230,
91,0,0,0,0,[0],0.11074,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
92,5,0,4,1,"[[1022.2902,752.0857,3,312.8116,organelle_far],[1007.5577,743.1904,3,289.9189,organelle_far],[1019.7628,759.0969,4,332.9239,nc],[1003.3218,746.2369,6,280.3954,organelle_far],[1020.1343,754.8807,9,320.8839,organelle_far],]",23.03433,34.44075,44.40753,47.50831,51.05205,49.94463,46.51163,44.18605,35.65891,26.68882,14.72868,7.30897,
93,0,0,0,0,[0],0.00000,0.42980,0.14327,0.14327,0.00000,0.19102,0.04776,0.00000,0.00000,0.04776,0.00000,0.00000,
94,0,0,0,0,[0],11.91050,18.14114,23.61446,28.22719,29.60413,32.73666,37.28055,42.13425,42.30637,42.78830,43.09811,44.16523,
95,4,3,1,0,"[[855.3374,771.4554,8,269.3688,organelle_near],[812.7809,815.3571,8,268.2551,organelle_far],[867.7273,779.3402,8,311.6603,organelle_near],[871.3694,772.9758,10,347.532,organelle_near],]",32.67918,30.43231,32.02503,33.04892,37.34357,41.66667,41.35381,37.88396,34.47099,32.67918,31.71217,34.38567,
96,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
97,2,0,0,2,"[[791.8429,791.7286,8,227.6274,nc],[775.6299,784.8705,9,257.6968,nc],]",0.00000,0.02987,0.14934,0.11947,0.02987,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
98,3,2,0,1,"[[1733.1316,799.9764,6,302.7512,organelle_near],[1756.9565,813.9472,7,252.3979,nc],[1728.2466,816.4858,7,223.4313,organelle_near],]",29.17910,36.75373,41.30597,44.06716,45.26119,49.77612,48.54478,48.17164,46.64179,45.78358,45.78358,46.67910,
99,1,0,0,1,"[[1599.534,822.7909,9,238.1589,nc],]",0.18546,0.14837,0.03709,0.00000,0.03709,0.00000,0.00000,0.03709,0.00000,0.00000,0.00000,0.00000,
100,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.07440,0.89286,1.19048,0.96726,0.22321,0.00000,0.00000,0.00000,
101,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.05444,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
102,0,0,0,0,[0],0.00000,0.00000,0.24366,0.53606,0.97466,0.19493,0.14620,0.00000,0.04873,0.43860,0.09747,0.00000,
103,1,0,0,1,"[[1779.089,839.7481,6,321.2832,nc],]",0.00000,0.00000,0.21622,0.16216,0.32432,0.10811,0.05405,0.00000,0.00000,0.00000,0.00000,0.05405,
104,0,0,0,0,[0],0.43431,1.03149,2.55157,4.66884,5.21173,4.18024,4.07166,5.53746,3.36591,2.44300,2.66015,2.87731,
105,1,0,0,1,"[[797.7874,852.6168,8,274.7816,nc],]",0.00000,0.00000,0.07163,0.03582,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
106,12,0,0,12,"[[1724.2416,890.1301,3,280.7804,nc],[1741.0803,902.7515,4,344.7289,nc],[1760.744,881.2978,4,245.4784,nc],[1735.5978,907.9055,5,364.0683,nc],[1728.7206,908.4433,6,425.9345,nc],[1733.1021,890.1305,7,246.8427,nc],[1737.9567,885.8419,7,289.5713,nc],[1720.7586,875.4509,7,309.6213,nc],[1720.1884,885.1023,8,276.1724,nc],[1718.7788,890.5391,8,267.3853,nc],[1737.2884,893.6089,9,235.5699,nc],[1729.8471,867.0978,9,231.7054,nc],]",0.11503,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
107,0,0,0,0,[0],29.57875,35.83639,41.75824,46.91697,52.83883,52.99145,49.84737,48.74847,46.94750,46.67277,44.50549,42.24664,
108,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
109,3,0,0,3,"[[1477.3873,897.0836,6,212.6505,nc],[1491.0482,919.1773,8,265.7946,nc],[1515.4183,900.8461,8,220.4943,nc],]",0.00000,0.24522,0.24522,0.34331,0.04904,0.04904,0.00000,0.00000,0.00000,0.00000,0.00000,0.04904,
110,0,0,0,0,[0],0.00000,0.19023,0.00000,0.00000,0.19023,0.31706,0.06341,0.19023,0.06341,0.00000,0.00000,0.00000,
111,4,0,0,4,"[[1802.6703,908.1168,5,311.1138,nc],[1780.6671,939.8449,7,311.9816,nc],[1805.5459,932.8626,8,229.8468,nc],[1800.845,938.1661,10,212.2107,nc],]",0.00000,0.00000,0.03648,0.36483,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
112,0,0,0,0,[0],0.00000,0.00000,0.35488,0.17744,0.02535,0.05070,0.00000,0.00000,0.07605,0.30418,0.07605,0.02535,
113,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06676,0.00000,0.00000,0.06676,0.13351,
114,0,0,0,0,[0],0.00000,0.00000,0.00000,0.05160,0.20640,0.36120,0.05160,0.46440,0.00000,0.05160,0.00000,0.05160,
115,2,0,2,0,"[[1630.2503,1012.3856,7,196.1367,organelle_far],[1581.151,1003.8397,8,216.0678,organelle_far],]",23.27812,28.77071,30.65969,32.46149,28.13136,27.72450,26.35862,26.99797,25.48678,25.51584,26.00988,26.41674,
116,3,0,3,0,"[[662.3095,1010.3937,9,220.148,organelle_far],[666.7965,985.9125,9,234.0858,organelle_far],[706.713,1017,9,380.4697,organelle_far],]",13.27306,17.54069,19.34901,20.83183,18.11935,21.22966,23.79747,24.52080,28.35443,28.82459,28.89693,26.94394,
117,0,0,0,0,[0],28.59387,35.38885,38.62922,38.07934,37.39199,42.38020,43.87274,45.60094,46.66143,48.40927,50.29458,48.86096,
118,2,0,0,2,"[[1414.1782,1026.9306,7,202.9166,nc],[1422.2831,1018.6661,7,223.3751,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
119,0,0,0,0,[0],16.88425,24.60110,31.88280,35.19002,39.22251,43.60313,47.14244,48.53496,49.69539,49.86945,47.34552,47.92573,
121,10,4,5,1,"[[1821.3685,1175.3925,6,412.0856,organelle_near],[1818.7157,1178.7603,7,284.5542,organelle_near],[1813.7029,1151.2308,7,467.873,organelle_far],[1817.7938,1162.4588,7,244.3242,nc],[1825.2136,1133.0241,7,238.9477,organelle_far],[1783.9643,1128.4395,8,319.2888,organelle_far],[1821.967,1107.5071,8,377.4791,organelle_far],[1824.4612,1169.3297,8,413.5754,organelle_near],[1783.7277,1153.3626,9,390.7162,organelle_far],[1806.6331,1176.0333,9,331.874,organelle_near],]",24.42854,30.29323,32.00185,33.47957,36.43500,36.66590,39.80605,39.62133,38.90556,38.90556,38.83630,40.77580,
122,0,0,0,0,[0],0.00000,0.15893,0.19072,0.19072,0.19072,0.06357,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
123,2,0,0,2,"[[1752.487,1135.7555,6,361.0371,nc],[1747.1727,1134.5173,7,365.7915,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
124,8,0,0,8,"[[1503.721,1144.9626,3,416.6616,nc],[1483.3661,1155.0895,5,236.2721,nc],[1508.2363,1186.6679,5,229.0015,nc],[1513.9744,1186.0029,6,280.5844,nc],[1514.2015,1131.7787,7,227.7363,nc],[1489.7391,1149.4696,8,306.0947,nc],[1487.3005,1185.4691,8,235.629,nc],[1498.1425,1191.5878,10,231.7798,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
125,0,0,0,0,[0],0.06203,0.00000,0.00000,0.00000,0.03102,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
126,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03876,
127,5,0,0,5,"[[1557.6003,1194.4035,3,360.5952,nc],[1541.3942,1185.3458,4,244.5057,nc],[1545.8438,1186.5094,4,341.3333,nc],[1545.0364,1173.7443,5,398.3378,nc],[1552.7215,1195.1174,9,238.4417,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.13228,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
