Cell #,Total mRNA per Cell,Total Colocolized With Organelle Near,Total Colocolized With Organelle Far,Total Not Colocolized with Organelle,Spots Coordinates Intensity and Colocalization (Far Near or Not Colocolized),Organelle Signal Size Cross Section 1,Organelle Signal Size Cross Section 2,Organelle Signal Size Cross Section 3,Organelle Signal Size Cross Section 4,Organelle Signal Size Cross Section 5,Organelle Signal Size Cross Section 6,Organelle Signal Size Cross Section 7,Organelle Signal Size Cross Section 8,Organelle Signal Size Cross Section 9,Organelle Signal Size Cross Section 10,Organelle Signal Size Cross Section 11,Organelle Signal Size Cross Section 12,
16,0,0,0,0,[0],0.62155,0.20718,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
17,0,0,0,0,[0],0.00000,0.05018,0.05018,0.05018,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
18,25,0,0,25,"[[1792.4533,235.2575,2,318.9117,nc],[1773.3262,226.7127,2,288.6345,nc],[1782.8234,237.9549,2,553.9495,nc],[1802.8829,215.921,2,477.4933,nc],[1773.0204,214.2515,3,361.0243,nc],[1779.7636,202.3734,3,317.8784,nc],[1769.5057,227.6723,3,314.9487,nc],[1804.4349,230.4875,4,569.2735,nc],[1791.8388,242.2467,4,389.8366,nc],[1802.8962,198.1629,4,377.3578,nc],[1756.2818,228.8387,4,259.8882,nc],[1789.5516,213.5547,5,352.2662,nc],[1761.5778,196.7883,5,374.6844,nc],[1753.161,211.2295,5,716.441,nc],[1769.3071,200.7254,5,284.5262,nc],[1757.8481,199.0804,5,367.3098,nc],[1779.6385,192.8134,5,537.2896,nc],[1780.2363,226.1979,5,264.8163,nc],[1770.4724,190.166,5,257.7838,nc],[1768.2973,222.3134,7,352.1535,nc],[1791.939,236.3468,7,274.0389,nc],[1811.6568,213.1879,7,362.7785,nc],[1808.7746,203.6673,7,405.1979,nc],[1770.0215,219.6822,8,369.2173,nc],[1788.8334,220.5682,8,298.5614,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
19,8,0,7,1,"[[1261.5967,233.8042,5,269.1692,organelle_far],[1279.1194,221.1762,5,244.9899,nc],[1249.2463,206.2173,6,256.0583,organelle_far],[1265.7769,234.9917,6,228.0445,organelle_far],[1261.4595,201.3776,6,224.5108,organelle_far],[1289.2987,230.185,7,357.6318,organelle_far],[1289.3245,222.6191,8,301.9371,organelle_far],[1258.2798,222.3489,9,259.9392,organelle_far],]",36.51515,41.91919,43.98990,42.17172,44.24242,43.28283,43.43434,42.82828,42.77778,40.45455,37.47475,32.77778,
20,11,5,3,3,"[[1715.8002,234.6838,4,295.9695,nc],[1716.1096,248.2313,5,576.8526,organelle_near],[1734.0489,236.9244,5,257.353,nc],[1712.3728,220.0411,6,323.1462,organelle_far],[1702.2357,243.921,6,289.3447,organelle_far],[1711.2599,231.1219,6,328.5376,nc],[1711.0253,240.8807,7,321.4931,organelle_near],[1725.6363,249.7926,7,258.5325,organelle_near],[1724.1964,256.2371,7,306.8036,organelle_near],[1735.0251,219.704,8,236.0392,organelle_far],[1713.9617,235.6725,8,310.7981,organelle_near],]",15.32663,17.38693,23.31658,26.48241,31.30653,33.66834,34.67337,36.18090,37.53769,35.37688,30.50251,26.23116,
21,9,0,0,9,"[[1250.4326,269.713,2,321.1644,nc],[1264.3209,295.5409,2,405.0206,nc],[1280.0465,298.1308,3,298.7474,nc],[1271.457,303.285,3,374.7789,nc],[1253.811,296.7886,3,563.0439,nc],[1292.0366,293.1277,4,320.4091,nc],[1299.803,287.8428,4,315.3062,nc],[1270.943,307.3047,4,391.8669,nc],[1264.892,277.2231,4,296.7596,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
22,9,0,0,9,"[[794.6648,295.3314,4,611.7585,nc],[794.3875,307.6797,5,276.7888,nc],[825.6984,297.0093,6,237.5693,nc],[838.0842,290.6654,7,333.4343,nc],[802.7043,321.7834,8,210.28,nc],[837.6692,299.8164,8,252.5428,nc],[838.1876,296.2402,9,303.2855,nc],[812.5951,323.039,9,314.449,nc],[847.8543,315.2694,9,413.8973,nc],]",0.08290,0.05526,0.00000,0.00000,0.00000,0.00000,0.02763,0.00000,0.00000,0.00000,0.00000,0.00000,
23,0,0,0,0,[0],0.05066,0.15198,0.00000,0.10132,0.05066,0.00000,0.05066,0.00000,0.00000,0.00000,0.05066,0.00000,
24,0,0,0,0,[0],0.77101,0.77101,0.57826,0.26985,0.23130,0.15420,0.00000,0.15420,0.00000,0.00000,0.03855,0.00000,
25,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
26,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
27,0,0,0,0,[0],26.59123,31.96605,38.23668,41.86704,42.71570,41.53701,41.01839,38.75530,36.39793,29.93871,25.93116,24.09241,
28,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,1.58562,11.41649,27.27273,36.89218,39.85201,44.71459,47.14588,46.30021,
29,4,2,1,1,"[[847.1381,362.8449,5,435.9548,nc],[870.8926,378.9812,5,315.9153,organelle_near],[850.2681,368.1976,6,275.5627,organelle_far],[867.7618,387.2431,7,317.623,organelle_near],]",32.34733,30.97964,37.21374,42.11196,41.85751,41.53944,40.33079,41.22137,40.93511,41.44402,37.59542,38.45420,
30,0,0,0,0,[0],36.28319,36.94690,37.85951,37.88717,37.99779,36.50442,38.16372,38.49558,39.04867,39.07633,39.54646,37.69358,
31,0,0,0,0,[0],35.08874,37.82368,39.80215,41.08234,40.41315,39.36573,40.03491,39.65668,39.68577,40.96596,43.99185,44.45738,
32,2,0,0,2,"[[463.7688,387.0596,7,283.7257,nc],[466.8542,398.0956,8,382.6286,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
33,1,0,0,1,"[[328.8044,399.4066,7,250.0436,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
34,2,2,0,0,"[[1042.1993,442.4308,8,293.065,organelle_near],[1040.1979,438.5438,9,275.0877,organelle_near],]",28.04847,29.59526,32.32792,34.10673,33.77159,33.56535,36.11756,35.96288,35.55040,34.72544,32.35370,31.99278,
35,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.13667,0.18223,0.00000,0.00000,0.00000,0.00000,
36,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
37,0,0,0,0,[0],0.03564,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
38,10,0,0,10,"[[250.9601,489.6019,3,221.2786,nc],[231.1607,452.5387,3,288.7152,nc],[256.0062,480.0038,3,269.8689,nc],[264.9674,480.9557,4,225.5864,nc],[261.8418,462.8624,4,263.7596,nc],[276.1559,468.1928,4,277.3426,nc],[231.2729,457.5066,5,265.715,nc],[256.1435,465.9979,6,418.4735,nc],[273.0045,483.3955,7,332.8073,nc],[259.8286,485.7315,7,281.8275,nc],]",0.00000,0.03072,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
39,0,0,0,0,[0],0.02991,0.02991,0.02991,0.00000,0.08974,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
40,0,0,0,0,[0],0.45137,0.28724,0.24620,0.28724,0.65654,0.98482,0.77965,0.20517,0.00000,0.00000,0.00000,0.00000,
41,2,0,0,2,"[[653.4019,455.2066,7,244.6988,nc],[680.0957,465.2255,8,247.0687,nc],]",0.00000,0.00000,0.10599,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
42,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
43,10,0,0,10,"[[712.1601,488.2004,3,342.4873,nc],[711.45,478.7138,3,395.6044,nc],[726.182,467.6677,3,325.4172,nc],[696.8146,453.0173,4,319.1098,nc],[714.1805,455.2691,4,409.2469,nc],[714.9366,476.2219,4,385.9336,nc],[716.6082,468.0504,5,293.5289,nc],[700.9597,474.5815,5,306.0321,nc],[709.3165,447.7967,6,430.0402,nc],[711.1851,468.3069,6,416.9748,nc],]",0.00000,0.00000,0.05577,0.00000,0.00000,0.05577,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
44,1,0,0,1,"[[1241.0633,505.02,9,215.5577,nc],]",0.11372,0.00000,0.05686,0.03791,0.03791,0.00000,0.07582,0.00000,0.00000,0.00000,0.00000,0.00000,
45,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
46,2,0,0,2,"[[760.9134,507.5091,1,233.8056,nc],[765.9302,522.3132,5,228.8255,nc],]",0.32621,0.10874,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.07249,0.00000,0.00000,0.03625,
47,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
48,16,0,0,16,"[[1088.6047,525.3657,2,309.3264,nc],[1099.977,474.8105,3,331.257,nc],[1095.8839,488.1257,3,347.4408,nc],[1117.2105,496.97,4,334.3582,nc],[1077.7879,510.7586,4,280.9263,nc],[1121.9374,496.2197,4,264.623,nc],[1113.6016,512.9117,4,263.8587,nc],[1097.7932,509.9878,6,453.4779,nc],[1082.8331,523.9869,6,351.8945,nc],[1100.31,494.1687,7,307.6289,nc],[1089.097,528.1788,8,330.5789,nc],[1110.9541,534.3289,8,304.8181,nc],[1092.0867,534.5619,8,440.8669,nc],[1108.42,489.5035,8,382.6775,nc],[1080.22,517.282,9,327.8946,nc],[1106.8827,483.6723,9,260.2611,nc],]",0.00000,0.00000,0.02848,0.00000,0.02848,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.05696,
49,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03093,0.00000,0.00000,0.00000,0.00000,
50,0,0,0,0,[0],0.00000,0.09648,0.00000,0.00000,0.04824,0.04824,0.19296,0.19296,0.09648,0.09648,0.00000,0.00000,
51,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
52,0,0,0,0,[0],0.09066,0.40798,0.49864,0.13599,0.31732,0.45331,0.00000,0.00000,0.00000,0.04533,0.00000,0.00000,
53,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.07788,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
54,1,0,0,1,"[[908.7857,544.6454,5,235.5838,nc],]",0.00000,0.16103,0.05368,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
55,0,0,0,0,[0],0.56457,0.14114,0.14114,0.03529,0.03529,0.03529,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
56,0,0,0,0,[0],0.00000,0.11468,0.22936,0.17202,0.00000,0.00000,0.00000,0.00000,0.00000,0.17202,0.00000,0.00000,
57,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04515,0.04515,
58,0,0,0,0,[0],0.00000,0.00000,0.00000,0.09132,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
59,0,0,0,0,[0],0.04117,0.00000,0.04117,0.16468,0.08234,0.37052,0.00000,0.04117,0.00000,0.00000,0.00000,0.00000,
60,0,0,0,0,[0],0.08826,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
61,0,0,0,0,[0],0.12870,0.06435,0.00000,0.06435,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
62,12,2,5,5,"[[969.7685,594.5811,2,304.2905,organelle_far],[994.2474,621.4323,3,290.787,organelle_far],[974.6212,558.8306,4,247.8458,nc],[948.3097,589.8978,4,284.9075,nc],[979.2565,569.7665,4,246.7148,nc],[987.5294,623.7438,6,268.761,organelle_near],[987.8694,584.8831,8,374.1317,organelle_far],[948.2555,581.673,8,224.4332,organelle_far],[967.3882,555.6634,8,245.8859,organelle_far],[998.0458,594.5138,9,232.8134,organelle_near],[954.628,564.7491,9,222.0862,nc],[976.443,616.7197,9,287.0384,nc],]",20.33935,18.18577,15.46661,15.20557,13.87862,11.94257,11.74679,13.16076,16.27148,17.94649,18.83837,17.62019,
63,0,0,0,0,[0],44.46413,47.03277,48.80425,47.12135,46.32418,47.38707,43.84411,44.99557,43.75554,37.37821,29.14083,15.85474,
64,5,2,3,0,"[[1497.4342,616.4182,7,253.4534,organelle_far],[1489.8947,577.5687,7,238.8731,organelle_far],[1486.1338,604.8527,8,236.9597,organelle_far],[1522.8796,572.3637,8,292.121,organelle_near],[1532.145,573.6392,9,405.6873,organelle_near],]",42.09234,41.01179,39.14538,37.05796,35.55992,34.50393,38.89980,40.88900,39.36640,37.69646,36.91061,36.44401,
65,0,0,0,0,[0],0.10309,0.00000,0.06873,0.03436,0.13746,0.00000,0.00000,0.13746,0.06873,0.03436,0.00000,0.00000,
66,1,0,0,1,"[[912.0618,635.0624,8,228.136,nc],]",30.19415,29.09302,33.35265,37.35149,38.01797,37.35149,36.65604,35.20719,34.51174,31.99073,27.44132,24.92031,
67,0,0,0,0,[0],0.00000,0.00000,0.00000,0.22247,0.11123,0.27809,0.27809,0.16685,0.27809,0.05562,0.00000,0.00000,
68,1,0,1,0,"[[1280.6466,610.8308,1,250.766,organelle_far],]",31.01570,35.72573,40.69209,41.20474,40.75617,39.69881,38.06472,36.43063,35.66165,32.84204,28.70875,22.49279,
69,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
70,5,2,1,2,"[[1612.1351,629.9654,3,265.1696,organelle_near],[1628.9017,632.0822,5,228.3637,nc],[1635.1147,622.0237,6,223.1788,organelle_far],[1617.918,621.3991,6,248.3377,nc],[1585.97,623.7383,6,210.7044,organelle_near],]",33.48181,29.89359,33.40757,36.27815,37.63920,36.92155,37.76293,36.22866,34.14996,36.17916,38.30735,39.47043,
71,2,0,0,2,"[[1034.231,598.1303,9,227.2941,nc],[1038.1284,606.8877,9,254.3438,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.61527,7.92952,15.41850,27.90015,35.09545,31.42438,
72,4,1,2,1,"[[1752.0495,630.9398,2,261.4121,nc],[1790.2824,644.3853,3,276.5243,organelle_far],[1757.1809,646.3578,4,313.9857,organelle_near],[1798.6527,625.5928,5,238.6913,organelle_far],]",33.10084,36.12322,43.24324,45.10317,45.59721,43.41761,40.71491,38.97123,37.92502,37.89596,40.83115,40.54054,
74,1,0,0,1,"[[1289.5423,633.4775,10,255.0516,nc],]",19.45255,18.64964,19.56204,19.56204,21.38686,21.27737,21.60584,23.17518,24.67153,24.59854,25.54745,23.72263,
75,0,0,0,0,[0],41.82015,45.50379,47.02059,44.63705,42.10906,43.30083,44.27591,43.73420,40.66450,40.33947,40.59227,39.68942,
76,1,0,0,1,"[[1499.6618,648.9095,6,283.3654,nc],]",0.02557,0.02557,0.02557,0.00000,0.00000,0.00000,0.02557,0.05114,0.00000,0.00000,0.00000,0.05114,
77,1,0,0,1,"[[1264.2109,645.5353,9,283.4251,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
78,0,0,0,0,[0],0.16207,0.04052,0.00000,0.00000,0.00000,0.08104,0.04052,0.00000,0.00000,0.00000,0.12156,0.00000,
79,0,0,0,0,[0],0.15420,0.00000,0.00000,0.07710,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.15420,0.00000,
80,0,0,0,0,[0],0.22915,0.27498,0.13749,0.04583,0.13749,0.04583,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
81,0,0,0,0,[0],40.87678,45.61611,52.05371,52.01422,48.85466,48.18325,45.73460,43.12796,42.14060,38.66509,36.53239,37.12480,
82,0,0,0,0,[0],0.00000,0.00000,0.16149,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
83,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.04367,0.00000,0.00000,0.00000,
84,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.20053,0.13369,0.00000,0.00000,0.06684,0.00000,0.00000,
85,2,0,0,2,"[[1832.3852,744.23,6,900.6146,nc],[1843.9267,739.2518,9,243.2968,nc],]",0.05328,0.00000,0.15983,0.00000,0.00000,0.00000,0.00000,0.05328,0.10655,0.10655,0.00000,0.00000,
86,3,1,0,2,"[[1491.945,723.9796,5,277.2992,organelle_near],[1492.1257,709.8298,5,239.7935,nc],[1487.8747,736.955,7,225.9564,nc],]",25.59208,24.39024,24.17815,27.35949,29.05620,30.01060,33.75751,32.27289,27.53623,22.62283,19.54754,17.81548,
87,1,1,0,0,"[[1546.4144,746.4505,3,239.9615,organelle_near],]",29.15622,32.91562,44.94570,45.44695,44.77861,43.35840,35.50543,27.56892,23.80952,15.87302,6.18212,1.33668,
88,0,0,0,0,[0],0.00000,0.08292,0.00000,0.08292,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
90,1,0,0,1,"[[689.6904,792.0529,7,203.4331,nc],]",0.17452,0.00000,0.03490,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
91,15,0,0,15,"[[291.4237,752.9771,2,372.4595,nc],[313.0827,755.5961,4,281.9094,nc],[274.7737,760.7841,4,331.7825,nc],[315.3494,788.5008,4,358.2569,nc],[317.9155,777.5522,4,260.2827,nc],[321.5461,763.3758,4,281.0612,nc],[294.6733,766.8721,5,262.5954,nc],[294.9261,773.0667,6,240.102,nc],[285.069,750.2473,6,343.6274,nc],[291.4149,798.5491,7,217.7757,nc],[326.7717,792.6897,7,212.8339,nc],[283.2058,758.0207,8,525.8317,nc],[295.6739,796.7673,8,239.9592,nc],[304.2242,793.9652,9,363.2794,nc],[295.7765,778.9848,9,293.9636,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.06323,
92,0,0,0,0,[0],11.76815,16.04215,23.94614,28.04450,29.03981,31.32319,31.03044,27.92740,25.00000,20.60890,18.79391,19.14520,
93,1,0,0,1,"[[1039.1319,789.2534,6,200.4399,nc],]",0.00000,0.00000,0.00000,0.02643,0.00000,0.00000,0.00000,0.02643,0.00000,0.00000,0.00000,0.00000,
95,1,0,0,1,"[[742.2001,835.7821,2,289.6386,nc],]",34.95032,41.78843,41.02864,38.10637,36.58679,37.17124,39.56750,41.96376,43.65868,41.14553,39.85973,36.29456,
96,0,0,0,0,[0],0.00000,0.05956,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
97,1,0,0,1,"[[614.1039,811.091,6,303.6345,nc],]",0.00000,0.00000,0.03423,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
99,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
100,0,0,0,0,[0],0.00000,0.00000,0.11947,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
101,0,0,0,0,[0],6.90388,7.32873,8.04567,9.18747,8.92193,9.10781,6.18694,6.87732,7.99257,8.62985,6.85077,6.45247,
102,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.17762,0.00000,0.00000,0.00000,0.08881,0.08881,0.00000,0.00000,
103,0,0,0,0,[0],2.52632,6.52632,14.52632,21.52632,26.21053,29.15789,26.26316,23.94737,23.26316,23.63158,20.21053,15.84211,
104,1,0,0,1,"[[914.8828,890.1106,9,224.979,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
105,10,0,0,10,"[[1949.1836,943.0742,3,310.9476,nc],[1973.8972,920.985,3,379.3879,nc],[1978.4369,900.118,6,258.7742,nc],[1957.2184,939.367,7,343.2152,nc],[1945.3744,938.5579,7,263.4787,nc],[1950.2441,886.8498,9,273.3857,nc],[1967.0857,897.3036,9,245.3602,nc],[1947.8071,941.026,9,268.291,nc],[1937.2521,933.7407,9,240.9065,nc],[1961.012,890.8937,10,266.5403,nc],]",0.39693,0.42339,0.07939,0.02646,0.00000,0.00000,0.02646,0.00000,0.00000,0.02646,0.02646,0.00000,
106,0,0,0,0,[0],15.29042,16.07535,17.70801,18.52433,17.70801,19.15228,18.39874,17.20565,15.07064,13.28100,12.59027,13.21821,
107,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,1.94805,6.81818,9.74026,20.45455,35.06494,42.85714,46.10390,46.10390,
108,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.19231,0.00000,
109,0,0,0,0,[0],11.68081,11.73497,11.01282,8.86442,6.37299,5.50641,4.47734,3.64687,2.83445,1.39014,0.25275,0.05416,
110,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
111,12,0,0,12,"[[1457.9788,982.183,3,281.4224,nc],[1459.2756,929.1839,3,339.2923,nc],[1451.0473,973.3526,3,612.4734,nc],[1497.8947,946.9083,3,249.5103,nc],[1455.1901,962.0621,3,301.2394,nc],[1436.8629,963.6984,4,245.5607,nc],[1466.005,975.3598,4,254.121,nc],[1461.8332,969.1032,5,392.146,nc],[1454.9989,947.1483,5,333.5456,nc],[1478.055,949.6027,5,397.0861,nc],[1432.6333,958.3813,6,275.0172,nc],[1475.2864,959.1786,9,274.8808,nc],]",0.02575,0.07724,0.00000,0.00000,0.00000,0.00000,0.00000,0.05149,0.00000,0.00000,0.00000,0.00000,
