Cell #,Total mRNA per Cell,Total Colocolized With Organelle Near,Total Colocolized With Organelle Far,Total Not Colocolized with Organelle,Spots Coordinates Intensity and Colocalization (Far Near or Not Colocolized),Organelle Signal Size Cross Section 1,Organelle Signal Size Cross Section 2,Organelle Signal Size Cross Section 3,Organelle Signal Size Cross Section 4,Organelle Signal Size Cross Section 5,Organelle Signal Size Cross Section 6,Organelle Signal Size Cross Section 7,Organelle Signal Size Cross Section 8,Organelle Signal Size Cross Section 9,Organelle Signal Size Cross Section 10,Organelle Signal Size Cross Section 11,Organelle Signal Size Cross Section 12,
84,13,0,0,13,"[[1272.1117,867.7487,1,141.4266,nc],[1278.5609,870.1046,1,454.0965,nc],[1269.6068,899.8307,2,251.7455,nc],[1284.6337,881.3555,3,314.5103,nc],[1297.0694,890.0564,3,257.9988,nc],[1282.0748,877.4507,4,256.5424,nc],[1262.3194,874.214,4,269.3398,nc],[1293.1727,903.4319,4,368.9432,nc],[1279.7259,895.9173,6,304.4368,nc],[1265.3981,907.1969,6,542.6932,nc],[1252.9078,909.1422,6,398.9407,nc],[1278.8307,886.7146,6,406.9533,nc],[1259.1105,884.3349,6,300.4896,nc],]",0.75069,0.11853,0.11853,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
85,24,1,9,14,"[[590.3635,896.6051,1,284.1697,nc],[617.218,915.603,1,174.2507,nc],[622.5307,924.512,2,412.026,nc],[599.8083,894.4962,2,596.1504,nc],[635.0583,934.9445,3,366.6544,organelle_far],[628.4591,882.0989,3,248.3957,nc],[584.4952,920.4118,3,391.6294,organelle_far],[597.7096,911.4317,3,340.2365,organelle_far],[590.9297,929.5415,3,161.8904,nc],[616.748,908.0468,3,406.228,organelle_near],[628.1516,913.5893,3,232.923,nc],[616.4145,941.7635,4,308.6196,nc],[588.7386,883.4601,4,230.5053,organelle_far],[618.1436,896.4958,4,353.256,nc],[632.1643,939.7432,4,291.5007,nc],[616.6172,940.5585,5,299.61,nc],[604.1613,884.4142,5,215.5162,nc],[628.6113,926.1834,5,179.1649,organelle_far],[600.6244,907.0579,5,395.422,organelle_far],[595.361,886.8323,5,329.1603,nc],[605.5949,873.5883,6,406.4672,nc],[591.9465,882.3226,6,322.135,organelle_far],[600.804,877.4104,6,458.6588,organelle_far],[623.9587,943.2211,6,372.8439,organelle_far],]",22.82744,20.27027,19.75052,17.52599,15.90437,14.88565,13.80457,12.07900,9.62578,7.23493,7.62994,7.56757,
86,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
87,7,0,0,7,"[[1198.5402,925.9414,3,210.0041,nc],[1198.4486,897.199,3,403.511,nc],[1211.7849,887.3685,3,255.5903,nc],[1195.5337,925.1087,3,172.5869,nc],[1230.1017,911.2735,4,275.0392,nc],[1223.6622,934.8119,5,257.2952,nc],[1209.5535,907.3724,5,273.6083,nc],]",0.03551,0.07102,0.07102,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
88,2,0,0,2,"[[1305.7019,938.9196,1,139.2668,nc],[1339.4623,939.4857,1,381.7664,nc],]",0.26576,0.07593,0.00000,0.00000,0.00000,0.11390,0.15186,0.11390,0.00000,0.00000,0.00000,0.00000,
89,22,2,12,8,"[[1418.9431,936.9519,3,247.4752,nc],[1419.4501,966.1634,3,278.8777,organelle_far],[1394.2254,917.7382,3,288.5191,organelle_far],[1425.222,925.7763,3,236.3056,nc],[1388.5283,932.9302,3,275.0607,organelle_near],[1381.5505,943.7372,4,285.3302,organelle_near],[1417.8086,943.8888,4,216.4909,organelle_far],[1382.3451,999.638,5,277.9066,organelle_far],[1392.9292,988.8255,5,376.4372,organelle_far],[1400.6918,952.9985,5,227.2156,organelle_far],[1381.8008,988.9816,5,304.6204,organelle_far],[1395.1209,928.9547,5,280.0826,organelle_far],[1406.6194,921.135,6,307.5609,nc],[1425.9587,939.243,6,263.7767,organelle_far],[1393.7466,936.1781,6,331.2678,nc],[1409.3392,919.0907,7,316.7617,nc],[1386.9696,993.557,7,347.9835,nc],[1360.878,986.1044,7,261.4892,organelle_far],[1368.1157,964.2868,8,229.1968,nc],[1411.5491,963.1199,8,249.4254,nc],[1400.9177,984.0818,9,229.5678,organelle_far],[1412.5866,972.333,9,295.9717,organelle_far],]",28.57932,27.18071,27.01509,25.56128,25.57968,25.23003,19.94847,18.69709,19.24917,17.79536,16.56238,14.59330,
90,5,0,0,5,"[[1284.2184,941.5096,4,324.6689,nc],[1283.0071,945.6667,4,224.7643,nc],[1256.8561,983.3942,4,126.1829,nc],[1264.8312,983.8849,5,203.095,nc],[1252.1656,938.4007,6,289.5002,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.03213,0.00000,0.00000,0.12853,0.16067,0.00000,0.06427,
91,0,0,0,0,[0],0.06996,0.04664,0.02332,0.02332,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
92,3,0,0,3,"[[563.5079,950.9227,1,143.5721,nc],[594.4461,979.2903,4,263.9176,nc],[558.5286,978.6851,5,227.672,nc],]",0.10504,0.14006,0.28011,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
93,24,3,13,8,"[[1019.9249,944.6895,2,350.5676,organelle_far],[1043.8257,975.1943,2,286.252,nc],[1000.3023,1002.5153,2,344.6652,organelle_far],[1001.3453,954.1963,3,302.4209,organelle_far],[1047.215,986.841,4,290.039,organelle_near],[1026.5335,994.6363,4,374.4342,organelle_far],[1024.7092,1013.756,4,296.9943,nc],[1052.0394,976.4697,4,326.8009,nc],[1046.7968,968.7674,4,364.9704,nc],[1052.3849,965.5093,4,183.4786,nc],[1028.9723,1012.4411,4,295.0919,organelle_far],[996.7699,960.5695,5,413.2614,nc],[1008.9563,955.3477,5,633.0092,organelle_far],[1039.7521,989.6449,6,433.9616,nc],[1020.9982,963.0197,6,344.1896,organelle_far],[1050.7423,981.55,6,279.5515,organelle_near],[1042.3805,963.8678,7,226.7091,organelle_near],[1053.593,960.3652,7,332.3838,organelle_far],[1000.5797,999.6748,7,257.124,organelle_far],[1016.9183,958.8786,7,243.0821,organelle_far],[1009.5275,1003.624,8,285.2874,organelle_far],[1021.994,1009.1527,9,269.7614,organelle_far],[1046.9071,974.2304,9,307.6953,nc],[1052.6544,971.2206,9,300.6277,organelle_far],]",16.48164,16.33219,16.07600,13.42869,14.77370,15.45687,13.62084,11.80615,10.41845,9.94876,9.09479,8.02733,
94,1,0,0,1,"[[1093.0367,959.3628,5,258.9937,nc],]",0.00000,0.00000,0.00000,1.20846,8.96274,12.78953,13.99799,12.89023,9.96979,8.66062,6.14300,1.40987,
