Cell #,Total mRNA per Cell,Total Colocolized With Organelle Near,Total Colocolized With Organelle Far,Total Not Colocolized with Organelle,Spots Coordinates Intensity and Colocalization (Far Near or Not Colocolized),Organelle Signal Size Cross Section 1,Organelle Signal Size Cross Section 2,Organelle Signal Size Cross Section 3,Organelle Signal Size Cross Section 4,Organelle Signal Size Cross Section 5,Organelle Signal Size Cross Section 6,Organelle Signal Size Cross Section 7,Organelle Signal Size Cross Section 8,Organelle Signal Size Cross Section 9,Organelle Signal Size Cross Section 10,Organelle Signal Size Cross Section 11,Organelle Signal Size Cross Section 12,
3,0,0,0,0,[0],0.61848,0.15462,0.03865,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
4,0,0,0,0,[0],3.17859,2.80217,3.47135,7.27729,9.74488,12.21246,16.72940,22.71016,26.64157,28.02175,30.82392,30.94939,
5,3,0,0,3,"[[438.7987,134.2119,5,269.7199,nc],[406.7309,151.5683,8,238.8245,nc],[430.9739,131.9807,9,268.2377,nc],]",0.45249,0.25856,0.03232,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
7,0,0,0,0,[0],0.29560,0.14780,0.00000,0.00000,0.00000,0.02956,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
8,0,0,0,0,[0],0.86106,0.78278,1.01761,5.51859,10.01957,14.24658,15.96869,19.25636,22.73973,25.12720,27.90607,31.70254,
9,0,0,0,0,[0],0.07435,0.22305,0.00000,0.00000,0.00000,0.00000,0.00000,0.22305,1.04089,0.59480,0.00000,0.00000,
10,3,0,2,1,"[[692.1937,227.3664,7,240.0646,organelle_far],[707.2541,212.591,7,389.1865,nc],[711.1037,192.6046,8,244.6728,organelle_far],]",16.88482,17.63743,20.68063,25.55628,30.20288,36.71466,41.72120,44.99346,45.25524,44.89529,45.58246,47.02225,
11,0,0,0,0,[0],0.69085,0.28785,0.00000,0.05757,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.11514,
12,1,0,0,1,"[[1846.1983,235.657,7,253.5344,nc],]",0.66313,0.23210,0.03316,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
13,0,0,0,0,[0],0.91488,0.31822,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
14,9,0,0,9,"[[759.1672,263.9437,3,320.2474,nc],[738.7558,248.8939,6,375.6846,nc],[753.0623,249.5391,6,298.8825,nc],[727.9119,275.8048,7,266.6957,nc],[757.8165,284.9178,8,329.6668,nc],[747.8321,279.8045,8,278.9948,nc],[748.6707,257.9212,8,423.1927,nc],[732.16,254.7151,8,268.5319,nc],[773.0392,271.2942,10,290.5836,nc],]",0.31533,0.15767,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
15,0,0,0,0,[0],0.36563,0.09141,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
16,1,0,1,0,"[[640.1143,283.4737,5,349.4004,organelle_far],]",15.18949,15.15892,18.91809,25.97800,29.09535,33.09902,37.56112,40.46455,41.01467,40.31174,40.22005,40.55623,
17,0,0,0,0,[0],4.07609,5.60771,9.83202,17.04545,18.72530,20.50395,20.25692,22.20850,23.27075,23.64130,24.58004,25.61759,
18,0,0,0,0,[0],0.55644,0.31797,0.00000,0.00000,0.00000,0.00000,0.00000,0.07949,0.00000,0.00000,0.00000,0.00000,
19,0,0,0,0,[0],0.83877,0.18639,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1.95713,10.81081,26.09506,
20,0,0,0,0,[0],0.40816,0.12559,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
21,0,0,0,0,[0],1.42566,0.95044,0.00000,0.00000,0.74678,6.17787,16.76850,27.56280,37.06721,41.41208,46.09640,50.03394,
22,0,0,0,0,[0],0.42718,0.62136,0.07767,0.00000,0.00000,0.03883,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
23,0,0,0,0,[0],3.43963,3.69043,5.55357,12.43282,17.05482,23.50412,26.54962,30.99248,33.71551,32.53314,30.38338,29.38015,
24,6,0,0,6,"[[90.8589,328.8447,5,232.248,nc],[91.5182,348.0214,6,344.2233,nc],[87.6675,323.6982,6,215.275,nc],[99.8974,363.3249,7,240.7908,nc],[71.1341,330.3508,8,309.4124,nc],[96.0889,322.2976,9,268.0392,nc],]",0.44338,0.03411,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
25,22,0,0,22,"[[600.6342,351.0123,4,570.6276,nc],[607.4123,352.5938,4,370.8377,nc],[616.8713,348.2437,4,650.2683,nc],[616.59,336.6289,5,365.5554,nc],[589.8409,330.8243,5,337.2208,nc],[595.8523,356.694,5,633.5229,nc],[620.1276,354.221,6,385.2954,nc],[569.9613,330.4947,6,246.7518,nc],[590.9331,351.9421,6,534.8892,nc],[598.7465,325.1051,6,297.0227,nc],[579.474,333.6472,7,329.5467,nc],[596.7759,314.2164,7,463.9114,nc],[585.4216,318.7268,7,443.2514,nc],[599.8428,338.3429,8,467.4193,nc],[579.5764,346.7658,8,239.8439,nc],[583.4917,353.8344,8,366.8391,nc],[565.8889,328.0889,8,261.2835,nc],[578.453,327.909,9,307.3713,nc],[576.1724,323.1774,9,385.0293,nc],[576.5281,319.0271,9,505.4216,nc],[579.8103,320.0872,10,247.8778,nc],[572.8238,339.6881,10,407.7856,nc],]",0.52417,0.26209,0.23296,0.02912,0.00000,0.05824,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
26,0,0,0,0,[0],0.14012,0.18683,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
27,15,8,5,2,"[[1604.0546,356.0517,4,236.4703,nc],[1610.5608,339.0559,4,494.792,organelle_far],[1595.2315,355.7089,4,386.6667,organelle_far],[1580.1282,361.2731,5,357.7358,organelle_near],[1597.6914,367.7498,5,568.0447,organelle_far],[1603.3748,364.7362,5,382.7386,organelle_far],[1574.9413,345.805,6,350.8032,organelle_near],[1580.6632,351.2894,6,353.4873,organelle_near],[1589.8125,331.7941,7,450.8388,organelle_far],[1573.7208,352.4467,7,1216.8817,organelle_near],[1571.45,364.0506,8,338.0138,organelle_near],[1574.0234,336.9663,8,317.7116,organelle_near],[1568.8825,352.0455,8,737.1625,organelle_near],[1565.9582,341.9462,9,358.6013,organelle_near],[1613.0221,343.3414,10,353.6699,nc],]",13.69763,16.13843,20.76503,27.54098,30.05464,31.62113,36.97632,36.61202,34.57195,32.02186,34.06193,38.90710,
28,0,0,0,0,[0],0.45409,0.15136,0.00000,0.15136,0.25227,0.70636,0.45409,0.00000,0.00000,0.00000,0.00000,0.00000,
