Cell #,Total mRNA per Cell,Total Colocolized With Organelle Near,Total Colocolized With Organelle Far,Total Not Colocolized with Organelle,Spots Coordinates Intensity and Colocalization (Far Near or Not Colocolized),Organelle Signal Size Cross Section 1,Organelle Signal Size Cross Section 2,Organelle Signal Size Cross Section 3,Organelle Signal Size Cross Section 4,Organelle Signal Size Cross Section 5,Organelle Signal Size Cross Section 6,Organelle Signal Size Cross Section 7,Organelle Signal Size Cross Section 8,Organelle Signal Size Cross Section 9,Organelle Signal Size Cross Section 10,Organelle Signal Size Cross Section 11,Organelle Signal Size Cross Section 12,
0,0,0,0,0,[0],0.07115,0.00000,0.00000,0.00000,0.00000,0.00000,0.10672,0.00000,0.00000,0.00000,0.00000,0.00000,
1,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
2,1,0,0,1,"[[1229.1008,92.2358,7,267.4816,nc],]",20.13406,21.31993,20.75277,22.14488,22.01598,21.60351,19.87626,18.58726,14.90075,12.40010,10.56973,8.73937,
3,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.02856,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
5,0,0,0,0,[0],18.99603,23.47418,29.54135,33.04442,36.94475,36.65583,33.26111,30.08306,25.89382,22.31853,21.05453,18.38209,
6,0,0,0,0,[0],21.59435,26.23613,27.92634,29.66700,31.55903,32.16448,32.61857,33.77901,33.22402,32.87084,31.05449,26.94248,
8,2,0,0,2,"[[633.3125,177.7569,3,271.1201,nc],[616.7438,165.9834,6,266.2661,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
9,0,0,0,0,[0],13.07457,16.88798,18.89683,20.36091,24.92339,26.79605,28.19203,28.22608,26.42152,23.59551,22.64215,19.64590,
10,0,0,0,0,[0],4.30787,12.86617,16.88685,19.87364,22.22860,30.78690,35.09477,36.58817,35.66916,33.14187,28.20218,23.03274,
11,24,5,12,7,"[[1335.5679,194.0756,1,297.8273,organelle_near],[1342.4176,194.1496,3,277.1177,organelle_far],[1325.3556,182.9594,3,318.3651,nc],[1311.1362,180.1307,4,337.3041,nc],[1294.654,204.1598,4,370.1836,organelle_far],[1329.9926,226.4649,4,246.0472,organelle_far],[1319.8193,226.9645,4,318.5639,nc],[1319.8388,189.39,5,337.0329,organelle_near],[1303.9585,201.0134,5,249.4074,nc],[1334.0233,182.8223,5,305.7067,organelle_far],[1329.5942,178.1793,5,595.2591,nc],[1310.6132,164.9614,6,307.7656,organelle_far],[1327.5735,208.2308,6,2171.4536,nc],[1340.9665,176.3709,6,346.6474,organelle_far],[1335.4752,170.8282,7,321.1252,organelle_far],[1334.8985,186.754,7,267.9236,organelle_near],[1335.0395,204.6993,8,425.9711,organelle_near],[1346.292,188.1978,8,239.1273,organelle_far],[1307.765,222.291,9,365.1576,nc],[1326.115,193.0062,9,345.494,organelle_near],[1338.0721,172.7857,9,276.9055,organelle_far],[1304.6224,178.5812,9,253.6685,organelle_far],[1330.8684,167.6919,9,433.5655,organelle_far],[1345.3389,202.2637,9,300.7443,organelle_far],]",40.37267,43.54037,43.38509,44.59627,44.34783,42.42236,42.54658,42.11180,41.83230,42.20497,39.59627,35.68323,
12,0,0,0,0,[0],15.94517,17.31602,17.74892,25.03608,34.27128,39.46609,43.57864,48.62915,54.61760,53.60750,52.45310,49.71140,
14,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
15,0,0,0,0,[0],32.23970,33.64967,38.74729,42.65184,48.72560,51.22017,50.62364,47.83080,46.42082,46.31236,44.87527,43.98048,
16,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
17,7,0,0,7,"[[1409.6709,268.6262,2,264.9767,nc],[1421.9993,269.977,2,413.2977,nc],[1434.5732,283.6541,4,434.0357,nc],[1434.1923,294.4737,4,230.7282,nc],[1420.0953,318.96,4,314.0793,nc],[1399.7287,276.9364,5,315.7766,nc],[1399.7853,314.9627,9,306.5334,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
18,0,0,0,0,[0],0.04301,0.00000,0.08602,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
19,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
20,10,0,0,10,"[[1498.9329,306.8171,4,238.4689,nc],[1472.1577,312.3525,4,283.8562,nc],[1463.2743,305.6454,5,371.1526,nc],[1487.0105,288.724,5,298.4339,nc],[1489.5717,282.6924,5,391.8836,nc],[1485.9594,292.8535,6,305.9924,nc],[1451.4072,289.501,6,343.6936,nc],[1496.6435,285.8735,7,289.5897,nc],[1481.1238,298.6274,8,366.6597,nc],[1486.6612,320.1771,8,227.0582,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
21,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
22,3,0,0,3,"[[881.6606,337.3805,6,284.413,nc],[931.9652,328.5567,7,220.2194,nc],[884.249,329.8324,8,335.2645,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.03243,0.00000,0.03243,0.00000,0.00000,0.00000,
23,2,0,0,2,"[[1004.8546,367.665,8,264.9793,nc],[1007.8439,332.7615,10,273.6057,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
24,2,0,0,2,"[[284.7402,344.8747,2,309.7337,nc],[267.852,373.7071,9,237.1605,nc],]",0.11435,0.00000,0.00000,0.00000,0.00000,0.00000,0.02859,0.00000,0.00000,0.00000,0.00000,0.02859,
25,0,0,0,0,[0],1.11902,0.66124,0.45778,0.30519,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
26,3,0,2,1,"[[842.0777,405.5992,5,242.1893,organelle_far],[847.855,404.3619,8,258.4537,nc],[863.8443,390.2252,9,263.9218,organelle_far],]",27.04840,28.15565,25.62480,25.81462,25.40335,27.30149,30.68649,33.43879,36.00127,39.13319,38.59538,37.32996,
27,0,0,0,0,[0],0.00000,0.08302,0.08302,0.00000,0.04151,0.04151,0.00000,0.00000,0.00000,0.00000,0.00000,0.08302,
28,0,0,0,0,[0],0.00000,0.10272,0.10272,0.00000,0.05136,0.00000,0.00000,0.00000,0.00000,0.00000,0.05136,0.00000,
29,0,0,0,0,[0],32.63423,35.12304,36.71700,38.56264,43.31655,46.39262,45.72148,44.01566,42.98098,42.86913,44.74273,44.63087,
30,1,0,1,0,"[[187.3757,437.1623,4,224.9526,organelle_far],]",46.06625,49.37888,50.20704,53.83023,57.24638,57.34990,57.76398,55.69358,52.89855,46.79089,34.67909,24.94824,
31,0,0,0,0,[0],25.21008,26.10135,29.99745,30.65954,30.12478,29.79374,29.56455,29.43723,32.56939,32.51846,31.72906,28.97886,
32,0,0,0,0,[0],0.14933,0.09955,0.04978,0.09955,0.09955,0.09955,0.00000,0.00000,0.00000,0.00000,0.00000,0.09955,
33,0,0,0,0,[0],28.33415,31.55838,31.36297,32.77968,34.24524,31.70493,31.60723,33.61016,39.03273,38.59306,34.73376,30.28823,
34,1,1,0,0,"[[876.7,507.4639,7,228.7311,organelle_near],]",23.21649,26.88660,29.27835,32.12371,34.84536,34.06186,34.59794,33.69072,33.11340,30.47423,29.19588,26.06186,
35,0,0,0,0,[0],0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
36,2,0,0,2,"[[920.4157,536.9665,8,222.142,nc],[919.1002,528.7825,9,225.9017,nc],]",0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,
37,4,0,0,4,"[[1616.0606,566.1943,5,300.9937,nc],[1585.7661,565.181,5,354.7603,nc],[1597.9024,544.3443,6,389.5867,nc],[1626.8944,578.5198,7,253.323,nc],]",0.78107,0.61538,0.21302,0.09467,0.30769,0.52071,0.30769,0.18935,0.00000,0.00000,0.00000,0.00000,
